0.09371332	0.033053596	-0.09560908	0.22174817	-0.02086294	0.04717491	0.089890555	-0.17215258	0.04757574	-0.1644814	0.06204489	0.1078785	-0.11602982	-0.13173959	-0.038040042	0.06373851
0.0458218	0.013812517	-0.16749582	0.14287503	-0.05671791	0.012316245	-0.016029507	-0.22927086	0.13050823	-0.06632298	0.06798736	0.025195036	-0.16921635	-0.028957685	-0.0556533	0.037905317
-0.077541105	-0.21545523	-0.19018345	0.0249571	-0.19883978	-0.14964464	-0.09317332	-0.06286992	0.22249651	0.054851044	0.22090903	-0.105892405	-0.23646246	0.13784477	0.092428274	-0.122184105
0.020971132	0.013844603	-0.16356136	0.16483483	-0.09157827	-0.03460222	0.012138578	-0.19653438	0.077702984	-0.111153096	0.15339844	0.095413975	-0.19203965	-0.009237138	-0.021587305	0.016776202
-0.034738824	-0.059492275	-0.2395154	0.1757326	-0.10729409	-0.08739274	0.011122354	-0.19533558	0.09904405	-0.10365958	0.09575899	0.012176353	-0.2083367	0.0076972274	0.018385474	-0.084730975
0.051130354	0.07410032	-0.056330558	0.17953746	0.001102885	0.051889192	0.022884773	-0.18274544	0.012162063	-0.099642225	0.0023413543	0.12266246	-0.0028083602	-0.06903398	-0.09687886	0.056917354
-0.061848078	-0.082872055	-0.18160155	0.06975168	-0.09631462	-0.096548505	-0.08754006	-0.15110338	0.11152812	-0.03513207	0.08919272	-0.060214955	-0.15708832	0.05600591	0.06671999	-0.1093389
-0.040740438	-0.06570464	-0.16693902	0.09977439	-0.123543024	-0.05581721	-0.035706013	-0.064825654	0.07582331	-0.052758217	0.13251942	-0.019889498	-0.16153015	0.05326687	0.042285245	-0.078310266
-0.128484	-0.19714978	-0.20666547	-0.04190736	-0.19052349	-0.08360666	-0.11094908	0.023320897	0.153263	0.11890634	0.20424598	-0.0805294	-0.22342172	0.1833516	0.073092826	-0.11356076
0.0036033664	-0.03359755	-0.20160575	0.07319537	-0.12804876	0.0030793862	-0.0056923553	-0.030185223	0.116615586	0.02924534	0.1300039	0.0043451516	-0.14415602	0.0372229	0.022472247	-0.099297255
0.12912561	0.051200304	0.025602084	0.22340463	0.10852125	0.15363547	0.13462546	-0.21730497	-0.074321344	-0.09865749	-0.044309035	0.114152096	0.011607201	-0.13468295	-0.16966583	0.07894611
0.02958095	-0.053080134	-0.12523283	0.09774856	-0.046076503	0.056928664	-0.018242156	-0.14617226	-0.009240588	0.016816301	0.06895944	0.06860028	-0.09725685	0.029042613	-0.03739027	0.013934753
0.10144314	0.063069604	0.023171289	0.21192703	0.1125115	0.1176791	0.079135	-0.2139852	-0.06437816	-0.113987625	-0.07640397	0.112625174	0.06630153	-0.08958189	-0.11552342	0.07657583
-0.046577204	-0.088313095	-0.17922345	0.017460011	-0.17908394	-0.08020945	-0.111783706	-0.038864538	0.09809506	0.034814335	0.10992974	-0.062112488	-0.12336104	0.06497101	0.049373414	-0.05390675
0.019932391	0.04144427	-0.11567186	0.106373064	-0.04672851	0.021407789	0.06974982	-0.17622343	0.011638886	-0.13534033	0.08793425	0.11467774	-0.10087691	-0.029444996	-0.052886248	0.08043321
-0.02460861	5.2523e-05	-0.11208835	0.0536228	-0.075416036	0.004243549	0.016984824	-0.083103694	0.102465026	-0.075459175	0.09243535	-0.021132687	-0.10585409	-0.020316571	-0.041057356	-0.055401918
0.07305836	0.07324035	-0.016065475	0.09755187	0.045539964	0.104839	0.1045662	-0.08558952	-0.080174044	-0.048485886	-0.050493374	0.11215585	-0.004959786	-0.04080803	-0.07510247	0.04694672
0.060234576	0.008939644	-0.065560855	0.14388154	0.028155461	0.07487911	-0.0031824242	-0.09586201	-0.039422836	-0.09822375	0.053530987	0.09243101	-0.019585324	-0.06274251	-0.041266154	0.07966628
0.014766344	-0.08354741	-0.10500131	0.075785175	-0.09600642	0.024376653	-0.047439348	-0.14388825	0.029570978	-0.032488074	0.13138919	0.03141397	-0.117635645	0.024030162	-0.057545982	-0.0140307555
0.013711785	-0.018732976	-0.12657622	0.18986012	-0.019656261	0.072932854	0.01130584	-0.20585802	0.094961375	-0.048069425	0.070037775	0.03805084	-0.116012275	-0.044798635	-0.022130609	0.05387152
0.16673617	0.10779713	0.045552105	0.20433426	0.07886039	0.1502259	0.1634235	-0.21801588	-0.07000804	-0.099643216	-0.13086627	0.14690618	0.119978234	-0.13239172	-0.13965161	0.16051951
-0.2557076	-0.23046808	-0.30243906	-0.1446446	-0.24997708	-0.19513425	-0.229679	0.19571221	0.27069262	0.2095221	0.27585095	-0.21751498	-0.22081326	0.23067623	0.23889355	-0.22775339
0.02146661	0.045830425	-0.0634951	0.05013771	0.002099356	0.021349544	0.018546373	-0.09378846	0.024872465	-0.101461045	0.053258903	0.05847281	-0.037711006	-0.010068821	-0.07391184	0.061682727
